cc_account_no,card_number,transaction_id,card_type,transaction_date,merchant_code,area_of_expense,transaction_amt,transaction_mode
785302842,XXXXXXXXXXXX1357,685302842XXXX1357434381002130697,Membership,12/4/2019,1002130697,UTILITIES,71451,POS
785302842,XXXXXXXXXXXX6468,685302842XXXX6468434411091443449,Membership,12/7/2019,1091443449,GROCERIES,22844,POS
785302842,XXXXXXXXXXXX9091,685302842XXXX909114/11/20181081849746,Membership,14/11/2019,1081849746,ENTERTAINMENT,44535,POS
785302842,XXXXXXXXXXXX3125,685302842XXXX312516/09/20181069378660,Membership,16/9/2019,1069378660,FOOD,8712,POS
785302842,XXXXXXXXXXXX2470,685302842XXXX247020/09/20181063156551,Membership,20/9/2019,1063156551,ENTERTAINMENT,53855,POS
785302842,XXXXXXXXXXXX5539,685302842XXXX553921/03/20181092868098,Membership,21/3/2019,1092868098,PETROL PUMPS,93069,POS
785302842,XXXXXXXXXXXX8751,685302842XXXX875122/05/20181013274391,Membership,22/5/2019,1013274391,UTILITIES,91390,POS
785302842,XXXXXXXXXXXX9701,685302842XXXX970122/08/20181005289573,Membership,22/8/2019,1005289573,FOOD,61276,POS
785302842,XXXXXXXXXXXX5070,685302842XXXX507022/09/20181014534700,Membership,22/9/2019,1014534700,FOOD,52882,POS
785302842,XXXXXXXXXXXX8928,685302842XXXX892822/12/20181027035583,Membership,22/12/2019,1027035583,GROCERIES,75503,POS
785302842,XXXXXXXXXXXX8462,685302842XXXX846223/04/20181083398967,Membership,23/4/2019,1083398967,ENTERTAINMENT,48383,POS
785302842,XXXXXXXXXXXX7576,685302842XXXX757623/05/20181079553537,Membership,23/5/2019,1079553537,UTILITIES,46507,POS
785302842,XXXXXXXXXXXX6917,685302842XXXX691724/10/20181016668525,Membership,24/10/2019,1016668525,WITHDRAWAL,46946,ATM
785302842,XXXXXXXXXXXX4495,685302842XXXX449525/04/20181066740289,Membership,25/4/2019,1066740289,GROCERIES,82065,POS
785302842,XXXXXXXXXXXX3157,685302842XXXX315725/07/20181088443223,Membership,25/7/2019,1088443223,UTILITIES,88856,POS
785302842,XXXXXXXXXXXX9498,685302842XXXX949825/11/20181003521034,Membership,25/11/2019,1003521034,GROCERIES,35715,POS
785302842,XXXXXXXXXXXX6041,685302842XXXX604127/01/20181035760374,Membership,27/1/2019,1035760374,PETROL PUMPS,94719,POS
785302842,XXXXXXXXXXXX7313,685302842XXXX731327/04/20181048490151,Membership,27/4/2019,1048490151,FOOD,90213,POS
785302842,XXXXXXXXXXXX8045,685302842XXXX804527/08/20181059145820,Membership,27/8/2019,1059145820,TRAVEL,19414,POS
785302842,XXXXXXXXXXXX8558,685302842XXXX855828/06/20181035343896,Membership,28/6/2019,1035343896,UTILITIES,1661,POS
785302842,XXXXXXXXXXXX7432,685302842XXXX743228/11/20181061217892,Membership,28/11/2019,1061217892,FOOD,46028,POS
785302842,XXXXXXXXXXXX5439,685302842XXXX543928/12/20181075848142,Membership,28/12/2019,1075848142,WITHDRAWAL,12822,ATM
785302842,XXXXXXXXXXXX9861,685302842XXXX986130/06/20181008185561,Membership,30/6/2019,1008185561,FOOD,61992,POS
785302843,XXXXXXXXXXXX5214,685302843XXXX5214431011074564368,Membership,1/1/2019,1074564368,WITHDRAWAL,37389,ATM
785302843,XXXXXXXXXXXX5693,685302843XXXX5693431031017561381,Membership,1/3/2019,1017561381,UTILITIES,99099,POS
785302843,XXXXXXXXXXXX2842,685302843XXXX2842431091009707102,Membership,1/9/2019,1009707102,TRAVEL,55610,POS
785302843,XXXXXXXXXXXX1128,685302843XXXX1128431961019380020,Membership,4/6/2019,1019380020,PETROL PUMPS,6899,POS
785302843,XXXXXXXXXXXX3310,685302843XXXX3310431981074440869,Membership,4/8/2019,1074440869,TRAVEL,73623,POS
785302843,XXXXXXXXXXXX3026,685302843XXXX3026432871055367419,Membership,7/6/2019,1055367419,GROCERIES,79073,POS
785302843,XXXXXXXXXXXX8713,685302843XXXX8713433141089957513,Membership,8/2/2019,1089957513,GROCERIES,34381,POS
785302843,XXXXXXXXXXXX9862,685302843XXXX9862433801058722587,Membership,10/7/2019,1058722587,UTILITIES,24581,POS
785302843,XXXXXXXXXXXX8597,685302843XXXX8597434161058964456,Membership,11/12/2019,1058964456,UTILITIES,21782,POS
785302843,XXXXXXXXXXXX6140,685302843XXXX614013/08/20181083986850,Membership,13/8/2019,1083986850,FOOD,83062,POS
785302843,XXXXXXXXXXXX1565,685302843XXXX156513/10/20181020142015,Membership,13/10/2019,1020142015,PETROL PUMPS,27929,POS
785302843,XXXXXXXXXXXX8257,685302843XXXX825714/08/20181044682069,Membership,14/8/2019,1044682069,UTILITIES,15273,POS
785302843,XXXXXXXXXXXX4497,685302843XXXX449714/10/20181053497058,Membership,14/10/2019,1053497058,TRAVEL,60698,POS
785302843,XXXXXXXXXXXX9179,685302843XXXX917915/03/20181022126462,Membership,15/3/2019,1022126462,TRAVEL,31505,POS
785302843,XXXXXXXXXXXX3354,685302843XXXX335416/12/20181067169285,Membership,16/12/2019,1067169285,PETROL PUMPS,78958,POS
785302843,XXXXXXXXXXXX5722,685302843XXXX572217/08/20181071724914,Membership,17/8/2019,1071724914,ENTERTAINMENT,5989,POS
785302843,XXXXXXXXXXXX6185,685302843XXXX618518/04/20181042581732,Membership,18/4/2019,1042581732,FOOD,69422,POS
785302843,XXXXXXXXXXXX3157,685302843XXXX315718/10/20181071155515,Membership,18/10/2019,1071155515,FOOD,96785,POS
785302843,XXXXXXXXXXXX4694,685302843XXXX469420/06/20181094758209,Membership,20/6/2019,1094758209,GROCERIES,41805,POS
785302843,XXXXXXXXXXXX4075,685302843XXXX407520/07/20181002726198,Membership,20/7/2019,1002726198,TRAVEL,23146,POS
785302843,XXXXXXXXXXXX6616,685302843XXXX661621/05/20181057353513,Membership,21/5/2019,1057353513,FOOD,14800,POS
785302843,XXXXXXXXXXXX1324,685302843XXXX132424/11/20181059028632,Membership,24/11/2019,1059028632,GROCERIES,64582,POS
785302843,XXXXXXXXXXXX6390,685302843XXXX639025/06/20181099903101,Membership,25/6/2019,1099903101,ENTERTAINMENT,99599,POS
785302843,XXXXXXXXXXXX9457,685302843XXXX945727/06/20181056499930,Membership,27/6/2019,1056499930,FOOD,36944,POS
785302843,XXXXXXXXXXXX2560,685302843XXXX256027/10/20181006238706,Membership,27/10/2019,1006238706,FOOD,2196,POS
785302843,XXXXXXXXXXXX1075,685302843XXXX107528/02/20181093354630,Membership,28/2/2019,1093354630,TRAVEL,23366,POS
785302843,XXXXXXXXXXXX4931,685302843XXXX493128/04/20181009723864,Membership,28/4/2019,1009723864,FOOD,81886,POS
785302843,XXXXXXXXXXXX2070,685302843XXXX207028/11/20181019284900,Membership,28/11/2019,1019284900,UTILITIES,15115,POS
785302843,XXXXXXXXXXXX8776,685302843XXXX877628/12/20181053657559,Membership,28/12/2019,1053657559,WITHDRAWAL,19890,ATM
785302843,XXXXXXXXXXXX1138,685302843XXXX113828/12/20181017822736,Membership,28/12/2019,1017822736,UTILITIES,20405,POS
785302843,XXXXXXXXXXXX1986,685302843XXXX198630/03/20181040399502,Membership,30/3/2019,1040399502,UTILITIES,32724,POS
785302843,XXXXXXXXXXXX3665,685302843XXXX366530/10/20181077536983,Membership,30/10/2019,1077536983,TRAVEL,39736,POS
785302843,XXXXXXXXXXXX9905,685302843XXXX990531/07/20181061767489,Membership,31/7/2019,1061767489,WITHDRAWAL,82385,ATM
784642249,XXXXXXXXXXXX6622,684642249XXXX6622432211066271682,Platinum,5/1/2019,1066271682,ENTERTAINMENT,65747,POS
784642249,XXXXXXXXXXXX5295,684642249XXXX5295432251037917438,Platinum,5/5/2019,1037917438,WITHDRAWAL,93922,ATM
784642249,XXXXXXXXXXXX7448,684642249XXXX7448432841022078233,Platinum,7/3/2019,1022078233,ENTERTAINMENT,27233,POS
784642249,XXXXXXXXXXXX5781,684642249XXXX5781433501095300830,Platinum,9/7/2019,1095300830,FOOD,85525,POS
784642249,XXXXXXXXXXXX1514,684642249XXXX151413/11/20181083094957,Platinum,13/11/2019,1083094957,ENTERTAINMENT,48446,POS
784642249,XXXXXXXXXXXX5137,684642249XXXX513717/07/20181026219484,Platinum,17/7/2019,1026219484,TRAVEL,23881,POS
784642249,XXXXXXXXXXXX8352,684642249XXXX835218/02/20181023900772,Platinum,18/2/2019,1023900772,GROCERIES,6619,POS
784642249,XXXXXXXXXXXX3051,684642249XXXX305118/12/20181091023871,Platinum,18/12/2019,1091023871,GROCERIES,53154,POS
784642249,XXXXXXXXXXXX7892,684642249XXXX789220/10/20181020492513,Platinum,20/10/2019,1020492513,FOOD,93214,POS
784642249,XXXXXXXXXXXX6741,684642249XXXX674122/05/20181072266379,Platinum,22/5/2019,1072266379,FOOD,55275,POS
784642249,XXXXXXXXXXXX5144,684642249XXXX514422/11/20181008327205,Platinum,22/11/2019,1008327205,FOOD,24442,POS
784642249,XXXXXXXXXXXX3629,684642249XXXX362924/06/20181098491602,Platinum,24/6/2019,1098491602,FOOD,33027,POS
784642249,XXXXXXXXXXXX6689,684642249XXXX668926/06/20181032066979,Platinum,26/6/2019,1032066979,UTILITIES,71778,POS
784642249,XXXXXXXXXXXX5822,684642249XXXX582229/11/20181096897255,Platinum,29/11/2019,1096897255,FOOD,51108,POS
784642249,XXXXXXXXXXXX8050,684642249XXXX805030/11/20181029284621,Platinum,30/11/2019,1029284621,ENTERTAINMENT,35026,POS
785302846,XXXXXXXXXXXX5498,685302846XXXX5498431081001176277,Platinum,1/8/2019,1001176277,TRAVEL,69423,POS
785302846,XXXXXXXXXXXX6841,685302846XXXX6841431601032576812,Platinum,3/1/2019,1032576812,TRAVEL,38660,POS
785302846,XXXXXXXXXXXX2026,685302846XXXX2026431641079273184,Platinum,3/5/2019,1079273184,FOOD,34001,POS
785302846,XXXXXXXXXXXX8714,685302846XXXX8714432281012511745,Platinum,5/8/2019,1012511745,ENTERTAINMENT,88219,POS
785302846,XXXXXXXXXXXX4118,685302846XXXX4118432281005078404,Platinum,5/8/2019,1005078404,UTILITIES,36691,POS
785302846,XXXXXXXXXXXX2641,685302846XXXX2641432861065613197,Platinum,7/5/2019,1065613197,FOOD,16978,POS
785302846,XXXXXXXXXXXX2261,685302846XXXX2261433451049087706,Platinum,9/2/2019,1049087706,TRAVEL,90414,POS
785302846,XXXXXXXXXXXX1507,685302846XXXX1507434061090474371,Platinum,11/2/2019,1090474371,FOOD,96766,POS
785302846,XXXXXXXXXXXX9686,685302846XXXX9686434071040547075,Platinum,11/3/2019,1040547075,GROCERIES,12448,POS
785302846,XXXXXXXXXXXX4986,685302846XXXX4986434101071337399,Platinum,11/6/2019,1071337399,ENTERTAINMENT,81950,POS
785302846,XXXXXXXXXXXX3204,685302846XXXX3204434131012515571,Platinum,11/9/2019,1012515571,UTILITIES,56077,POS
785302846,XXXXXXXXXXXX8700,685302846XXXX870013/09/20181076178112,Platinum,13/9/2019,1076178112,ENTERTAINMENT,29227,POS
785302846,XXXXXXXXXXXX8361,685302846XXXX836113/10/20181019750270,Platinum,13/10/2019,1019750270,PETROL PUMPS,81301,POS
785302846,XXXXXXXXXXXX8824,685302846XXXX882416/06/20181071751406,Platinum,16/6/2019,1071751406,UTILITIES,97859,POS
785302846,XXXXXXXXXXXX3926,685302846XXXX392616/06/20181070378341,Platinum,16/6/2019,1070378341,GROCERIES,23451,POS
785302846,XXXXXXXXXXXX6979,685302846XXXX697919/05/20181034939253,Platinum,19/5/2019,1034939253,GROCERIES,46071,POS
785302846,XXXXXXXXXXXX8755,685302846XXXX875519/12/20181071921407,Platinum,19/12/2019,1071921407,GROCERIES,45525,POS
785302846,XXXXXXXXXXXX1020,685302846XXXX102020/07/20181088093366,Platinum,20/7/2019,1088093366,GROCERIES,9456,POS
785302846,XXXXXXXXXXXX5245,685302846XXXX524521/04/20181094984862,Platinum,21/4/2019,1094984862,TRAVEL,63869,POS
785302846,XXXXXXXXXXXX8909,685302846XXXX890921/11/20181034562599,Platinum,21/11/2019,1034562599,TRAVEL,90213,POS
785302846,XXXXXXXXXXXX9117,685302846XXXX911721/11/20181064597083,Platinum,21/11/2019,1064597083,ENTERTAINMENT,96946,POS
785302846,XXXXXXXXXXXX9437,685302846XXXX943724/02/20181072072552,Platinum,24/2/2019,1072072552,TRAVEL,35569,POS
785302846,XXXXXXXXXXXX1450,685302846XXXX145026/03/20181034450611,Platinum,26/3/2019,1034450611,GROCERIES,74631,POS
785302846,XXXXXXXXXXXX6308,685302846XXXX630826/12/20181034075032,Platinum,26/12/2019,1034075032,GROCERIES,80461,POS
785302846,XXXXXXXXXXXX6700,685302846XXXX670028/01/20181056783625,Platinum,28/1/2019,1056783625,PETROL PUMPS,12762,POS
785302846,XXXXXXXXXXXX3632,685302846XXXX363229/09/20181086425484,Platinum,29/9/2019,1086425484,WITHDRAWAL,32387,ATM
785302847,XXXXXXXXXXXX5438,685302847XXXX5438431691031928638,Platinum,3/10/2019,1031928638,WITHDRAWAL,93391,ATM
785302847,XXXXXXXXXXXX3822,685302847XXXX3822432211038405727,Platinum,5/1/2019,1038405727,UTILITIES,66380,POS
785302847,XXXXXXXXXXXX5259,685302847XXXX5259432571037121968,Platinum,6/6/2019,1037121968,TRAVEL,6280,POS
785302847,XXXXXXXXXXXX5153,685302847XXXX5153432841019156650,Platinum,7/3/2019,1019156650,FOOD,17912,POS
785302847,XXXXXXXXXXXX3725,685302847XXXX3725433751098438452,Platinum,10/2/2019,1098438452,PETROL PUMPS,45402,POS
785302847,XXXXXXXXXXXX4439,685302847XXXX4439433771085606751,Platinum,10/4/2019,1085606751,FOOD,19803,POS
785302847,XXXXXXXXXXXX1226,685302847XXXX1226434151015328904,Platinum,11/11/2019,1015328904,TRAVEL,26742,POS
785302847,XXXXXXXXXXXX2144,685302847XXXX2144434161063476960,Platinum,11/12/2019,1063476960,TRAVEL,510,POS
785302847,XXXXXXXXXXXX1745,685302847XXXX174513/02/20181012158223,Platinum,13/2/2019,1012158223,GROCERIES,18731,POS
785302847,XXXXXXXXXXXX9021,685302847XXXX902113/04/20181096992674,Platinum,13/4/2019,1096992674,UTILITIES,1715,POS
785302847,XXXXXXXXXXXX3129,685302847XXXX312913/10/20181034906754,Platinum,13/10/2019,1034906754,UTILITIES,13046,POS
785302847,XXXXXXXXXXXX6587,685302847XXXX658714/03/20181078718746,Platinum,14/3/2019,1078718746,FOOD,5167,POS
785302847,XXXXXXXXXXXX3433,685302847XXXX343314/08/20181029889892,Platinum,14/8/2019,1029889892,TRAVEL,89482,POS
785302847,XXXXXXXXXXXX7808,685302847XXXX780814/09/20181031033851,Platinum,14/9/2019,1031033851,UTILITIES,63617,POS
785302847,XXXXXXXXXXXX3671,685302847XXXX367117/06/20181006370809,Platinum,17/6/2019,1006370809,GROCERIES,77644,POS
785302847,XXXXXXXXXXXX4968,685302847XXXX496819/08/20181050596600,Platinum,19/8/2019,1050596600,FOOD,26110,POS
785302847,XXXXXXXXXXXX7949,685302847XXXX794919/12/20181076686536,Platinum,19/12/2019,1076686536,FOOD,73976,POS
785302847,XXXXXXXXXXXX6983,685302847XXXX698320/10/20181065593845,Platinum,20/10/2019,1065593845,WITHDRAWAL,93602,ATM
785302847,XXXXXXXXXXXX9710,685302847XXXX971022/01/20181060490711,Platinum,22/1/2019,1060490711,WITHDRAWAL,11656,ATM
785302847,XXXXXXXXXXXX8904,685302847XXXX890423/08/20181001048313,Platinum,23/8/2019,1001048313,ENTERTAINMENT,91200,POS
785302847,XXXXXXXXXXXX9272,685302847XXXX927223/09/20181058357746,Platinum,23/9/2019,1058357746,PETROL PUMPS,37656,POS
785302847,XXXXXXXXXXXX6353,685302847XXXX635325/10/20181045152635,Platinum,25/10/2019,1045152635,UTILITIES,30620,POS
785302847,XXXXXXXXXXXX1752,685302847XXXX175226/06/20181001210472,Platinum,26/6/2019,1001210472,PETROL PUMPS,51641,POS
785302847,XXXXXXXXXXXX1463,685302847XXXX146326/11/20181057579624,Platinum,26/11/2019,1057579624,GROCERIES,63700,POS
785302847,XXXXXXXXXXXX7226,685302847XXXX722627/05/20181066503872,Platinum,27/5/2019,1066503872,GROCERIES,4196,POS
785302847,XXXXXXXXXXXX8710,685302847XXXX871028/10/20181038498537,Platinum,28/10/2019,1038498537,TRAVEL,39373,POS
785302847,XXXXXXXXXXXX3409,685302847XXXX340931/07/20181023544744,Platinum,31/7/2019,1023544744,GROCERIES,59028,POS
785302848,XXXXXXXXXXXX5772,685302848XXXX5772431401006353253,Platinum,2/9/2019,1006353253,TRAVEL,88307,POS
785302848,XXXXXXXXXXXX1052,685302848XXXX1052432581091236412,Platinum,6/7/2019,1091236412,FOOD,60568,POS
785302848,XXXXXXXXXXXX2995,685302848XXXX2995432581022911471,Platinum,6/7/2019,1022911471,PETROL PUMPS,67160,POS
785302848,XXXXXXXXXXXX7381,685302848XXXX7381432871090771366,Platinum,7/6/2019,1090771366,PETROL PUMPS,95051,POS
785302848,XXXXXXXXXXXX4082,685302848XXXX4082432871081880879,Platinum,7/6/2019,1081880879,UTILITIES,54807,POS
785302848,XXXXXXXXXXXX8963,685302848XXXX8963432871099196766,Platinum,7/6/2019,1099196766,ENTERTAINMENT,12410,POS
785302848,XXXXXXXXXXXX3980,685302848XXXX3980433151053471866,Platinum,8/3/2019,1053471866,TRAVEL,2191,POS
785302848,XXXXXXXXXXXX5932,685302848XXXX5932433231034241933,Platinum,8/11/2019,1034241933,PETROL PUMPS,18830,POS
785302848,XXXXXXXXXXXX6180,685302848XXXX6180433491070072668,Platinum,9/6/2019,1070072668,PETROL PUMPS,94661,POS
785302848,XXXXXXXXXXXX5614,685302848XXXX5614433521053934755,Platinum,9/9/2019,1053934755,GROCERIES,50145,POS
785302848,XXXXXXXXXXXX7487,685302848XXXX7487433771083137506,Platinum,10/4/2019,1083137506,PETROL PUMPS,33035,POS
785302848,XXXXXXXXXXXX8108,685302848XXXX8108433771049651414,Platinum,10/4/2019,1049651414,GROCERIES,33915,POS
785302848,XXXXXXXXXXXX3354,685302848XXXX3354433831090351870,Platinum,10/10/2019,1090351870,GROCERIES,73169,POS
785302848,XXXXXXXXXXXX5326,685302848XXXX532613/05/20181085262947,Platinum,13/5/2019,1085262947,ENTERTAINMENT,37025,POS
785302848,XXXXXXXXXXXX3065,685302848XXXX306513/06/20181070263903,Platinum,13/6/2019,1070263903,TRAVEL,2121,POS
785302848,XXXXXXXXXXXX2324,685302848XXXX232414/04/20181055845474,Platinum,14/4/2019,1055845474,PETROL PUMPS,7224,POS
785302848,XXXXXXXXXXXX5871,685302848XXXX587114/06/20181078110588,Platinum,14/6/2019,1078110588,UTILITIES,58292,POS
785302848,XXXXXXXXXXXX1187,685302848XXXX118714/07/20181043847555,Platinum,14/7/2019,1043847555,FOOD,20214,POS
785302848,XXXXXXXXXXXX9192,685302848XXXX919216/05/20181083391163,Platinum,16/5/2019,1083391163,ENTERTAINMENT,7046,POS
785302848,XXXXXXXXXXXX2439,685302848XXXX243916/12/20181057195964,Platinum,16/12/2019,1057195964,GROCERIES,7893,POS
785302848,XXXXXXXXXXXX4402,685302848XXXX440219/08/20181060625300,Platinum,19/8/2019,1060625300,TRAVEL,58803,POS
785302848,XXXXXXXXXXXX9349,685302848XXXX934920/01/20181075467607,Platinum,20/1/2019,1075467607,PETROL PUMPS,22816,POS
785302848,XXXXXXXXXXXX1437,685302848XXXX143720/02/20181088378518,Platinum,20/2/2019,1088378518,GROCERIES,70543,POS
785302848,XXXXXXXXXXXX7934,685302848XXXX793421/04/20181052279738,Platinum,21/4/2019,1052279738,TRAVEL,70214,POS
785302848,XXXXXXXXXXXX3382,685302848XXXX338221/12/20181064222466,Platinum,21/12/2019,1064222466,UTILITIES,72689,POS
785302848,XXXXXXXXXXXX2353,685302848XXXX235322/06/20181046563987,Platinum,22/6/2019,1046563987,ENTERTAINMENT,3692,POS
785302848,XXXXXXXXXXXX8201,685302848XXXX820126/01/20181034555207,Platinum,26/1/2019,1034555207,TRAVEL,43498,POS
785302848,XXXXXXXXXXXX9440,685302848XXXX944027/03/20181039568403,Platinum,27/3/2019,1039568403,GROCERIES,77471,POS
785302848,XXXXXXXXXXXX3242,685302848XXXX324227/08/20181047480821,Platinum,27/8/2019,1047480821,ENTERTAINMENT,30727,POS
785302848,XXXXXXXXXXXX3875,685302848XXXX387527/09/20181078210426,Platinum,27/9/2019,1078210426,ENTERTAINMENT,84869,POS
785302848,XXXXXXXXXXXX3582,685302848XXXX358227/11/20181063491536,Platinum,27/11/2019,1063491536,WITHDRAWAL,23760,ATM
785302848,XXXXXXXXXXXX4954,685302848XXXX495429/05/20181039537872,Platinum,29/5/2019,1039537872,ENTERTAINMENT,10901,POS
785302848,XXXXXXXXXXXX3526,685302848XXXX352630/12/20181061110767,Platinum,30/12/2019,1061110767,UTILITIES,45105,POS
785302848,XXXXXXXXXXXX6002,685302848XXXX600231/03/20181097498548,Platinum,31/3/2019,1097498548,WITHDRAWAL,71581,ATM
785215599,XXXXXXXXXXXX5735,685215599XXXX5735431341029271526,Membership,2/3/2019,1029271526,GROCERIES,86635,POS
785215599,XXXXXXXXXXXX4455,685215599XXXX4455431391041098335,Membership,2/8/2019,1041098335,TRAVEL,6571,POS
785215599,XXXXXXXXXXXX7807,685215599XXXX7807431421009623112,Membership,2/11/2019,1009623112,PETROL PUMPS,68720,POS
785215599,XXXXXXXXXXXX3547,685215599XXXX3547431691044868731,Membership,3/10/2019,1044868731,UTILITIES,63891,POS
785215599,XXXXXXXXXXXX7210,685215599XXXX7210432271094644498,Membership,5/7/2019,1094644498,GROCERIES,64845,POS
785215599,XXXXXXXXXXXX9500,685215599XXXX9500432311087797298,Membership,5/11/2019,1087797298,FOOD,98725,POS
785215599,XXXXXXXXXXXX5601,685215599XXXX5601432561080070271,Membership,6/5/2019,1080070271,WITHDRAWAL,13850,ATM
785215599,XXXXXXXXXXXX2618,685215599XXXX2618433211035647711,Membership,8/9/2019,1035647711,FOOD,41640,POS
785215599,XXXXXXXXXXXX8142,685215599XXXX8142434081090864310,Membership,11/4/2019,1090864310,TRAVEL,63316,POS
785215599,XXXXXXXXXXXX3479,685215599XXXX3479434091009385967,Membership,11/5/2019,1009385967,UTILITIES,42207,POS
785215599,XXXXXXXXXXXX9671,685215599XXXX9671434131085919580,Membership,11/9/2019,1085919580,TRAVEL,8195,POS
785215599,XXXXXXXXXXXX4964,685215599XXXX4964434391055149552,Membership,12/5/2019,1055149552,WITHDRAWAL,36565,ATM
785215599,XXXXXXXXXXXX3538,685215599XXXX353813/04/20181075647610,Membership,13/4/2019,1075647610,TRAVEL,35807,POS
785215599,XXXXXXXXXXXX1873,685215599XXXX187314/05/20181094668343,Membership,14/5/2019,1094668343,UTILITIES,8266,POS
785215599,XXXXXXXXXXXX5395,685215599XXXX539514/07/20181034696021,Membership,14/7/2019,1034696021,GROCERIES,5425,POS
785215599,XXXXXXXXXXXX9750,685215599XXXX975015/07/20181021318747,Membership,15/7/2019,1021318747,WITHDRAWAL,53755,ATM
785215599,XXXXXXXXXXXX7187,685215599XXXX718718/08/20181062904941,Membership,18/8/2019,1062904941,PETROL PUMPS,93905,POS
785215599,XXXXXXXXXXXX4103,685215599XXXX410320/01/20181010245150,Membership,20/1/2019,1010245150,WITHDRAWAL,97907,ATM
785215599,XXXXXXXXXXXX1404,685215599XXXX140420/03/20181041737975,Membership,20/3/2019,1041737975,PETROL PUMPS,32738,POS
785215599,XXXXXXXXXXXX1767,685215599XXXX176722/03/20181055528148,Membership,22/3/2019,1055528148,PETROL PUMPS,69939,POS
785215599,XXXXXXXXXXXX8523,685215599XXXX852322/03/20181029555318,Membership,22/3/2019,1029555318,TRAVEL,81512,POS
785215599,XXXXXXXXXXXX6088,685215599XXXX608823/05/20181051485684,Membership,23/5/2019,1051485684,WITHDRAWAL,92256,ATM
785215599,XXXXXXXXXXXX9167,685215599XXXX916724/03/20181092766641,Membership,24/3/2019,1092766641,PETROL PUMPS,90623,POS
785215599,XXXXXXXXXXXX8329,685215599XXXX832925/05/20181025680302,Membership,25/5/2019,1025680302,TRAVEL,64036,POS
785215599,XXXXXXXXXXXX5532,685215599XXXX553225/05/20181072723448,Membership,25/5/2019,1072723448,FOOD,43481,POS
785215599,XXXXXXXXXXXX7423,685215599XXXX742325/06/20181057699043,Membership,25/6/2019,1057699043,WITHDRAWAL,85848,ATM
785215599,XXXXXXXXXXXX7011,685215599XXXX701127/01/20181077185211,Membership,27/1/2019,1077185211,ENTERTAINMENT,44632,POS
785215599,XXXXXXXXXXXX5590,685215599XXXX559028/02/20181072839533,Membership,28/2/2019,1072839533,GROCERIES,92455,POS
785215599,XXXXXXXXXXXX3368,685215599XXXX336829/03/20181062618287,Membership,29/3/2019,1062618287,TRAVEL,87740,POS
785215599,XXXXXXXXXXXX5958,685215599XXXX595829/04/20181094306446,Membership,29/4/2019,1094306446,UTILITIES,89324,POS
785215599,XXXXXXXXXXXX4588,685215599XXXX458829/10/20181024554824,Membership,29/10/2019,1024554824,UTILITIES,33851,POS
785215599,XXXXXXXXXXXX8369,685215599XXXX836930/10/20181038746603,Membership,30/10/2019,1038746603,FOOD,71911,POS
785215599,XXXXXXXXXXXX3566,685215599XXXX356631/03/20181093974792,Membership,31/3/2019,1093974792,GROCERIES,24747,POS
785302850,XXXXXXXXXXXX6595,685302850XXXX6595431351070654914,Platinum,2/4/2019,1070654914,UTILITIES,55094,POS
785302850,XXXXXXXXXXXX1443,685302850XXXX1443431411020822910,Platinum,2/10/2019,1020822910,PETROL PUMPS,19640,POS
785302850,XXXXXXXXXXXX2865,685302850XXXX2865431911010117583,Platinum,4/1/2019,1010117583,WITHDRAWAL,49590,ATM
785302850,XXXXXXXXXXXX9869,685302850XXXX9869433221017934435,Platinum,8/10/2019,1017934435,TRAVEL,7020,POS
785302850,XXXXXXXXXXXX6345,685302850XXXX6345433471002372630,Platinum,9/4/2019,1002372630,TRAVEL,66110,POS
785302850,XXXXXXXXXXXX1906,685302850XXXX1906433511071525587,Platinum,9/8/2019,1071525587,GROCERIES,96580,POS
785302850,XXXXXXXXXXXX7118,685302850XXXX7118433761033943034,Platinum,10/3/2019,1033943034,ENTERTAINMENT,24187,POS
785302850,XXXXXXXXXXXX8205,685302850XXXX8205433801052445406,Platinum,10/7/2019,1052445406,ENTERTAINMENT,50292,POS
785302850,XXXXXXXXXXXX4105,685302850XXXX4105434131022456534,Platinum,11/9/2019,1022456534,ENTERTAINMENT,58196,POS
785302850,XXXXXXXXXXXX4908,685302850XXXX4908434131030760759,Platinum,11/9/2019,1030760759,UTILITIES,11854,POS
785302850,XXXXXXXXXXXX9007,685302850XXXX900713/01/20181002025934,Platinum,13/1/2019,1002025934,GROCERIES,6156,POS
785302850,XXXXXXXXXXXX3186,685302850XXXX318616/06/20181084165259,Platinum,16/6/2019,1084165259,ENTERTAINMENT,37781,POS
785302850,XXXXXXXXXXXX4663,685302850XXXX466317/05/20181014775845,Platinum,17/5/2019,1014775845,PETROL PUMPS,7458,POS
785302850,XXXXXXXXXXXX5182,685302850XXXX518219/05/20181069943044,Platinum,19/5/2019,1069943044,GROCERIES,85074,POS
785302850,XXXXXXXXXXXX4266,685302850XXXX426620/07/20181093166183,Platinum,20/7/2019,1093166183,UTILITIES,46358,POS
785302850,XXXXXXXXXXXX3297,685302850XXXX329720/08/20181045325690,Platinum,20/8/2019,1045325690,ENTERTAINMENT,14538,POS
785302850,XXXXXXXXXXXX1624,685302850XXXX162425/03/20181050513967,Platinum,25/3/2019,1050513967,PETROL PUMPS,63025,POS
785302850,XXXXXXXXXXXX9446,685302850XXXX944626/06/20181014280035,Platinum,26/6/2019,1014280035,TRAVEL,57366,POS
